Date,Time,Time_Fract,Site_Name,Cond_uS_cm,nLF_Cond_uS/cm,ODO_%_sat,ODO_%_local,ODO_mg/L,Sal_psu,SpCond_uS/cm,TDS_mg/L,Turbidity_FNU,TSS_mg/L,Wiper_Position_volt,pH,pH_mV,Temp_degC,Battery_V,Cable_Pwr_V
2/14/2020,14:15:00,0,Default Site,3318.8,4357.7,101.8,101.8,10.54,2.29,4286.5,2786,1165.69,0,1.194,7.49,-50.8,13.181,5.52,0
2/14/2020,14:20:00,0,Default Site,3320.7,4357.8,101.8,101.8,10.53,2.29,4286.6,2786,1163.06,0,1.19,7.48,-50.4,13.202,5.52,0
2/14/2020,14:25:00,0,Default Site,3322.4,4357.6,101.8,101.8,10.53,2.29,4286.5,2786,1164.35,0,1.204,7.47,-49.9,13.225,5.51,0
2/14/2020,14:30:00,0,Default Site,3324.3,4357.6,101.8,101.8,10.52,2.29,4286.5,2786,1163.16,0,1.189,7.47,-49.5,13.247,5.52,0
2/14/2020,14:55:00,0,Default Site,3332.9,4357.2,101.8,101.8,10.49,2.29,4286.4,2786,1162.32,0,1.19,7.46,-48.8,13.354,5.51,0
2/14/2020,15:00:00,0,Default Site,3335,4357.5,101.8,101.8,10.48,2.29,4286.8,2786,1161.92,0,1.186,7.45,-48.8,13.376,5.52,0
2/14/2020,15:05:00,0,Default Site,3336.8,4357.3,101.8,101.8,10.48,2.29,4286.7,2786,1158.67,0,1.19,7.46,-49,13.399,5.49,0
2/14/2020,15:10:00,0,Default Site,3338.5,4357,101.7,101.7,10.47,2.29,4286.4,2786,1170.47,0,1.193,7.46,-48.9,13.422,5.49,0
2/14/2020,15:15:00,0,Default Site,3340.5,4357.2,101.7,101.7,10.46,2.29,4286.7,2786,1162.61,0,1.194,7.46,-48.8,13.444,5.49,0
2/14/2020,15:20:00,0,Default Site,3342.3,4357.1,101.7,101.7,10.46,2.29,4286.7,2786,1162.37,0,1.193,7.45,-48.7,13.466,5.49,0
2/14/2020,15:25:00,0,Default Site,3314,4308.9,101.7,101.7,10.44,2.27,4239.6,2756,1150.35,0,1.192,7.45,-48.4,13.57,5.49,0
2/14/2020,15:30:00,0,Default Site,3296,4274.7,101.8,101.8,10.43,2.25,4206.2,2734,1140.68,0,1.193,7.44,-48.2,13.67,5.49,0
2/14/2020,15:35:00,0,Default Site,3256.4,4209.8,101.9,101.9,10.41,2.21,4142.7,2693,1119.82,0,1.19,7.44,-48,13.798,5.49,0
2/14/2020,15:40:00,0,Default Site,3237.3,4177.3,101.9,101.9,10.39,2.19,4111,2672,1108.98,0,1.193,7.44,-47.8,13.874,5.49,0
2/14/2020,15:45:00,0,Default Site,3205.1,4129.5,101.9,101.9,10.37,2.17,4064.1,2642,1095.97,0,1.191,7.43,-47.6,13.934,5.49,0
2/14/2020,15:50:00,0,Default Site,3185.1,4100,101.9,101.9,10.37,2.15,4035.2,2623,1085.77,0,1.193,7.43,-47.5,13.97,5.49,0
2/14/2020,15:55:00,0,Default Site,3155.7,4058.6,101.9,101.9,10.37,2.13,3994.5,2596,1071.57,0,1.19,7.43,-47.4,14.005,5.48,0
2/14/2020,16:00:00,0,Default Site,3112.8,4000.1,102,102,10.37,2.1,3937.1,2559,1059.16,0,1.193,7.43,-47.2,14.038,5.49,0
2/14/2020,16:05:00,0,Default Site,3082.5,3958.7,102,102,10.36,2.07,3896.4,2533,1040.95,0,1.19,7.42,-47,14.063,5.49,0
2/14/2020,16:10:00,0,Default Site,3055.8,3922.2,102,102,10.36,2.05,3860.5,2509,1035.34,0,1.203,7.42,-47,14.086,5.49,0
2/14/2020,16:15:00,0,Default Site,3023.5,3878.6,102,102,10.36,2.03,3817.7,2481,1019.96,0,1.19,7.42,-46.9,14.108,5.48,0
2/14/2020,16:20:00,0,Default Site,2993.1,3837.7,102.1,102.1,10.36,2.01,3777.5,2455,1019.48,0,1.201,7.42,-46.8,14.128,5.48,0
2/14/2020,16:25:00,0,Default Site,2964.4,3798.9,102.1,102.1,10.36,1.99,3739.4,2431,1003.65,0,1.191,7.42,-46.7,14.149,5.48,0
2/14/2020,16:30:00,0,Default Site,2947.2,3775,102.1,102.1,10.35,1.97,3715.9,2415,996.54,0,1.187,7.42,-46.6,14.168,5.48,0
2/14/2020,16:35:00,0,Default Site,2909.4,3724.8,102.1,102.1,10.35,1.94,3666.5,2383,979.6,0,1.203,7.41,-46.4,14.188,5.48,0
2/14/2020,16:40:00,0,Default Site,2883.6,3690.1,102.1,102.1,10.35,1.93,3632.5,2361,967.81,0,1.19,7.41,-46.4,14.206,5.48,0
2/14/2020,16:45:00,0,Default Site,2845.9,3640.4,102.1,102.1,10.35,1.9,3583.5,2329,961.08,0,1.203,7.41,-46.2,14.224,5.48,0
2/14/2020,16:50:00,0,Default Site,2820.5,3606.2,102.1,102.1,10.35,1.88,3550,2307,951.18,0,1.197,7.41,-46.1,14.241,5.48,0
2/14/2020,16:55:00,0,Default Site,2794.7,3571.7,102.1,102.1,10.35,1.86,3516,2285,941.76,0,1.191,7.4,-45.9,14.259,5.48,0
2/14/2020,17:00:00,0,Default Site,2766.7,3534.6,102.1,102.1,10.34,1.84,3479.5,2262,924.14,0,1.202,7.4,-45.9,14.274,5.48,0
2/14/2020,17:05:00,0,Default Site,2737.8,3496.3,102.1,102.1,10.34,1.82,3441.9,2237,913.28,0,1.191,7.4,-45.8,14.29,5.48,0
2/14/2020,17:10:00,0,Default Site,2716.9,3468.2,102.2,102.2,10.34,1.8,3414.3,2219,905.33,0,1.198,7.4,-45.7,14.305,5.48,0
2/14/2020,17:15:00,0,Default Site,2689.7,3432.3,102.2,102.2,10.34,1.78,3378.9,2196,893.36,0,1.185,7.4,-45.6,14.32,5.48,0
2/14/2020,17:20:00,0,Default Site,2661.5,3395,102.2,102.2,10.34,1.76,3342.3,2173,891.36,0,1.188,7.4,-45.5,14.336,5.48,0
2/14/2020,17:25:00,0,Default Site,2636.4,3361.6,102.2,102.2,10.34,1.74,3309.5,2151,881.21,0,1.195,7.4,-45.5,14.352,5.48,0
2/14/2020,17:30:00,0,Default Site,2606.5,3322.3,102.2,102.2,10.34,1.72,3270.8,2126,869.44,0,1.19,7.39,-45.3,14.367,5.48,0
2/14/2020,17:35:00,0,Default Site,2570.1,3274.8,102.2,102.2,10.34,1.7,3224.1,2096,852.44,0,1.202,7.39,-45.3,14.38,5.48,0
2/14/2020,17:40:00,0,Default Site,2550.6,3248.8,102.2,102.2,10.33,1.68,3198.5,2079,843.9,0,1.185,7.39,-45,14.394,5.48,0
2/14/2020,17:45:00,0,Default Site,2523.3,3213,102.2,102.2,10.34,1.66,3163.3,2056,838.3,0,1.193,7.39,-44.9,14.408,5.47,0
2/14/2020,17:50:00,0,Default Site,2501.7,3184.4,102.2,102.2,10.33,1.65,3135.2,2038,831.96,0,1.191,7.38,-44.8,14.421,5.48,0
2/14/2020,17:55:00,0,Default Site,2474,3148.1,102.2,102.2,10.33,1.63,3099.4,2015,821.42,0,1.193,7.38,-44.8,14.435,5.47,0
2/14/2020,18:00:00,0,Default Site,2451.9,3118.8,102.2,102.2,10.33,1.61,3070.7,1996,808.56,0,1.191,7.38,-44.7,14.449,5.48,0
2/14/2020,18:05:00,0,Default Site,2429.6,3089.7,102.2,102.2,10.33,1.6,3042,1977,799.04,0,1.194,7.38,-44.6,14.46,5.48,0
2/14/2020,18:10:00,0,Default Site,2407.1,3060.1,102.2,102.2,10.33,1.58,3012.9,1958,792.01,0,1.19,7.38,-44.5,14.473,5.48,0
2/14/2020,18:15:00,0,Default Site,2379.6,3024.2,102.3,102.3,10.33,1.56,2977.6,1935,782.89,0,1.193,7.38,-44.4,14.486,5.48,0
2/14/2020,18:20:00,0,Default Site,2352.6,2988.9,102.3,102.3,10.33,1.54,2942.9,1913,776.73,0,1.19,7.37,-44.3,14.498,5.48,0
2/14/2020,18:25:00,0,Default Site,2318.5,2944.8,102.3,102.3,10.33,1.52,2899.5,1885,761.68,0,1.192,7.37,-44.2,14.51,5.47,0
2/14/2020,18:30:00,0,Default Site,2307.9,2930.3,102.3,102.3,10.32,1.51,2885.2,1875,761.97,0,1.19,7.37,-44,14.524,5.48,0
2/14/2020,18:35:00,0,Default Site,2273.6,2885.9,102.3,102.3,10.32,1.49,2841.6,1847,750.64,0,1.194,7.37,-43.9,14.536,5.47,0
2/14/2020,18:40:00,0,Default Site,2260.7,2868.7,102.3,102.3,10.32,1.48,2824.7,1836,742.98,0,1.19,7.36,-43.6,14.546,5.47,0
2/14/2020,18:45:00,0,Default Site,2238.4,2839.6,102.3,102.3,10.32,1.46,2796.1,1817,733.5,0,1.193,7.36,-43.6,14.558,5.47,0
2/14/2020,18:50:00,0,Default Site,2220.1,2815.6,102.3,102.3,10.32,1.45,2772.4,1802,726.49,0,1.194,7.36,-43.5,14.57,5.47,0
2/14/2020,18:55:00,0,Default Site,2188.2,2774.6,102.3,102.3,10.32,1.42,2732.1,1776,718.69,0,1.195,7.36,-43.3,14.576,5.47,0
2/14/2020,19:00:00,0,Default Site,2168.6,2749.1,102.3,102.3,10.32,1.41,2707,1760,712.23,0,1.193,7.36,-43.3,14.586,5.48,0
2/14/2020,19:05:00,0,Default Site,2149.1,2723.7,102.3,102.3,10.32,1.4,2682,1743,703.89,0,1.192,7.35,-43,14.598,5.47,0
2/14/2020,19:10:00,0,Default Site,2123.5,2690.5,102.3,102.3,10.31,1.38,2649.3,1722,693.96,0,1.191,7.35,-43,14.61,5.48,0
2/14/2020,19:15:00,0,Default Site,2113,2676.3,102.3,102.3,10.31,1.37,2635.4,1713,685.61,0,1.195,7.35,-42.9,14.621,5.48,0
2/14/2020,19:20:00,0,Default Site,2092.1,2649.2,102.3,102.3,10.31,1.36,2608.7,1696,684.77,0,1.19,7.35,-42.7,14.631,5.47,0
2/14/2020,19:25:00,0,Default Site,2065.3,2614.7,102.3,102.3,10.31,1.34,2574.8,1674,674.4,0,1.193,7.34,-42.4,14.64,5.47,0
2/14/2020,19:30:00,0,Default Site,2044.7,2588,102.3,102.3,10.31,1.32,2548.5,1657,662.35,0,1.193,7.34,-42.3,14.649,5.47,0
2/14/2020,19:35:00,0,Default Site,2022.3,2559.2,102.3,102.3,10.31,1.31,2520.2,1638,655.42,0,1.195,7.34,-42.2,14.657,5.47,0
2/14/2020,19:40:00,0,Default Site,2009.4,2542.2,102.3,102.3,10.31,1.3,2503.4,1627,651.22,0,1.192,7.33,-42.1,14.668,5.47,0
2/14/2020,19:45:00,0,Default Site,1980.3,2505.1,102.3,102.3,10.31,1.28,2466.9,1604,640.75,0,1.2,7.33,-41.8,14.672,5.47,0
2/14/2020,19:50:00,0,Default Site,1964.5,2484.6,102.3,102.3,10.31,1.27,2446.8,1590,640.81,0,1.189,7.33,-41.7,14.68,5.47,0
2/14/2020,19:55:00,0,Default Site,1937.5,2450,102.3,102.3,10.31,1.25,2412.7,1568,627.38,0,1.202,7.33,-41.5,14.688,5.47,0
2/14/2020,20:00:00,0,Default Site,1925.9,2434.6,102.3,102.3,10.3,1.24,2397.6,1558,623.29,0,1.191,7.32,-41.3,14.7,5.47,0
2/14/2020,20:05:00,0,Default Site,1913.1,2417.8,102.3,102.3,10.3,1.23,2381.1,1548,620.95,0,1.19,7.32,-41.3,14.711,5.47,0
2/14/2020,20:10:00,0,Default Site,1885.5,2382.5,102.3,102.3,10.3,1.21,2346.3,1525,604.61,0,1.194,7.32,-41.1,14.719,5.47,0
2/14/2020,20:15:00,0,Default Site,1865.6,2356.9,102.3,102.3,10.3,1.2,2321.1,1509,603.17,0,1.194,7.32,-41,14.727,5.47,0
2/14/2020,20:20:00,0,Default Site,1844.7,2330,102.3,102.3,10.3,1.19,2294.6,1492,588.86,0,1.193,7.31,-40.8,14.734,5.47,0
2/14/2020,20:25:00,0,Default Site,1826.1,2306,102.4,102.4,10.31,1.17,2271,1476,589.78,0,1.194,7.31,-40.8,14.744,5.47,0
2/14/2020,20:30:00,0,Default Site,1813.3,2289.3,102.4,102.4,10.31,1.16,2254.6,1465,580.5,0,1.195,7.31,-40.6,14.753,5.47,0
2/14/2020,20:35:00,0,Default Site,1795.2,2265.9,102.3,102.3,10.3,1.15,2231.5,1450,573.1,0,1.193,7.31,-40.5,14.763,5.47,0
2/14/2020,20:40:00,0,Default Site,1772,2236.2,102.4,102.4,10.31,1.14,2202.3,1431,568.8,0,1.193,7.3,-40.2,14.77,5.47,0
2/14/2020,20:45:00,0,Default Site,1753.5,2212.3,102.3,102.3,10.3,1.12,2178.8,1416,560.5,0,1.191,7.3,-40.1,14.779,5.47,0
2/14/2020,20:50:00,0,Default Site,1740.2,2195.1,102.3,102.3,10.29,1.11,2161.9,1405,556.83,0,1.193,7.3,-40,14.787,5.47,0
2/14/2020,20:55:00,0,Default Site,1717.3,2165.8,102.4,102.4,10.3,1.1,2133,1386,549.98,0,1.191,7.3,-39.9,14.796,5.47,0
2/14/2020,21:00:00,0,Default Site,1707.2,2152.5,102.3,102.3,10.29,1.09,2120,1378,551.69,0,1.193,7.29,-39.8,14.806,5.47,0
2/14/2020,21:05:00,0,Default Site,1677,2114.1,102.4,102.4,10.3,1.07,2082.1,1353,533.69,0,1.191,7.29,-39.7,14.814,5.47,0
2/14/2020,21:10:00,0,Default Site,1673.5,2109.1,102.3,102.3,10.29,1.07,2077.3,1350,538.34,0,1.193,7.29,-39.5,14.824,5.47,0
2/14/2020,21:15:00,0,Default Site,1654.7,2085,102.4,102.4,10.3,1.06,2053.5,1335,522.99,0,1.191,7.29,-39.5,14.832,5.47,0
2/14/2020,21:20:00,0,Default Site,1629.5,2053.1,102.3,102.3,10.29,1.04,2022.1,1314,522.17,0,1.204,7.29,-39.3,14.835,5.47,0
2/14/2020,21:25:00,0,Default Site,1619.6,2040.1,102.4,102.4,10.29,1.03,2009.3,1306,516.98,0,1.19,7.28,-39.1,14.847,5.47,0
2/14/2020,21:30:00,0,Default Site,1601.8,2017.3,102.3,102.3,10.29,1.02,1986.9,1291,511.33,0,1.198,7.28,-39,14.852,5.47,0
2/14/2020,21:35:00,0,Default Site,1588.5,2000.2,102.4,102.4,10.29,1.01,1970.1,1281,504.87,0,1.188,7.28,-38.8,14.859,5.47,0
2/14/2020,21:40:00,0,Default Site,1574,1981.6,102.3,102.3,10.29,1,1951.8,1269,499.53,0,1.19,7.27,-38.6,14.867,5.47,0
2/14/2020,21:45:00,0,Default Site,1553.9,1956.2,102.3,102.3,10.29,0.99,1926.7,1252,495.43,0,1.195,7.27,-38.5,14.871,5.46,0
2/14/2020,21:50:00,0,Default Site,1532.2,1928.5,102.3,102.3,10.29,0.97,1899.4,1235,485.33,0,1.195,7.27,-38.5,14.877,5.47,0
2/14/2020,21:55:00,0,Default Site,1524.6,1918.5,102.3,102.3,10.28,0.97,1889.6,1228,486.81,0,1.194,7.27,-38.3,14.885,5.47,0
2/14/2020,22:00:00,0,Default Site,1508,1897.3,102.3,102.3,10.28,0.96,1868.8,1215,476.89,0,1.204,7.27,-38.2,14.894,5.47,0
2/14/2020,22:05:00,0,Default Site,1497.9,1884.1,102.4,102.4,10.29,0.95,1855.7,1206,472.22,0,1.186,7.26,-38.1,14.903,5.47,0
2/14/2020,22:10:00,0,Default Site,1476.9,1857.5,102.4,102.4,10.28,0.93,1829.6,1189,468.84,0,1.194,7.26,-37.9,14.908,5.47,0
2/14/2020,22:15:00,0,Default Site,1465.3,1842.6,102.3,102.3,10.28,0.93,1814.9,1180,464.8,0,1.187,7.26,-37.8,14.915,5.47,0
2/14/2020,22:20:00,0,Default Site,1448.8,1821.5,102.3,102.3,10.28,0.92,1794.2,1166,460.87,0,1.203,7.26,-37.7,14.921,5.47,0
2/14/2020,22:25:00,0,Default Site,1437.1,1806.6,102.4,102.4,10.28,0.91,1779.4,1157,452.58,0,1.199,7.26,-37.6,14.927,5.47,0
2/14/2020,22:30:00,0,Default Site,1416.8,1780.9,102.4,102.4,10.28,0.89,1754.2,1140,447.7,0,1.197,7.25,-37.4,14.931,5.47,0
2/14/2020,22:35:00,0,Default Site,1405.6,1766.4,102.3,102.3,10.28,0.89,1739.9,1131,445.78,0,1.194,7.25,-37.3,14.94,5.47,0
2/14/2020,22:40:00,0,Default Site,1387.4,1743.3,102.4,102.4,10.29,0.87,1717.2,1116,439.93,0,1.191,7.25,-37.2,14.945,5.47,0
2/14/2020,22:45:00,0,Default Site,1376.7,1729.5,102.3,102.3,10.27,0.87,1703.5,1107,433.6,0,1.188,7.25,-37.1,14.954,5.46,0
2/14/2020,22:50:00,0,Default Site,1367,1717,102.4,102.4,10.28,0.86,1691.2,1099,431.41,0,1.191,7.25,-37,14.961,5.47,0
2/14/2020,22:55:00,0,Default Site,1351.9,1697.8,102.4,102.4,10.28,0.85,1672.4,1087,424.11,0,1.193,7.24,-36.8,14.967,5.46,0
2/14/2020,23:00:00,0,Default Site,1336.3,1678,102.4,102.4,10.28,0.84,1652.8,1074,423.18,0,1.194,7.24,-36.7,14.973,5.46,0
2/14/2020,23:05:00,0,Default Site,1322.4,1660.2,102.3,102.3,10.27,0.83,1635.3,1063,413.91,0,1.193,7.24,-36.6,14.98,5.46,0
2/14/2020,23:10:00,0,Default Site,1311.5,1646.3,102.3,102.3,10.27,0.82,1621.6,1054,411.55,0,1.193,7.24,-36.5,14.985,5.47,0
2/14/2020,23:15:00,0,Default Site,1296.5,1627.3,102.3,102.3,10.27,0.81,1602.9,1042,407.34,0,1.194,7.23,-36.4,14.991,5.46,0
2/14/2020,23:20:00,0,Default Site,1285.2,1612.9,102.4,102.4,10.27,0.81,1588.7,1033,404.29,0,1.194,7.23,-36.3,14.996,5.47,0
2/14/2020,23:25:00,0,Default Site,1268.7,1592.1,102.4,102.4,10.28,0.8,1568.2,1019,397.69,0,1.193,7.23,-36.1,15,5.46,0
2/14/2020,23:30:00,0,Default Site,1256.1,1576,102.3,102.3,10.27,0.79,1552.4,1009,393.81,0,1.191,7.23,-36,15.007,5.47,0
2/14/2020,23:35:00,0,Default Site,1245.8,1562.7,102.4,102.4,10.27,0.78,1539.4,1001,391.87,0,1.192,7.22,-35.7,15.014,5.46,0
2/14/2020,23:40:00,0,Default Site,1234.2,1547.9,102.3,102.3,10.27,0.77,1524.8,991,381.58,0,1.191,7.22,-35.8,15.02,5.46,0
2/14/2020,23:45:00,0,Default Site,1222.8,1533.5,102.3,102.3,10.27,0.76,1510.6,982,379.44,0,1.194,7.22,-35.6,15.027,5.46,0
2/14/2020,23:50:00,0,Default Site,1204.4,1510.2,102.3,102.3,10.27,0.75,1487.6,967,375.63,0,1.191,7.22,-35.5,15.031,5.46,0
2/14/2020,23:55:00,0,Default Site,1191.8,1494.3,102.4,102.4,10.27,0.74,1472,957,375.06,0,1.204,7.22,-35.4,15.036,5.46,0
2/15/2020,0:00:00,0,Default Site,1184.6,1484.9,102.4,102.4,10.27,0.74,1462.8,951,367.15,0,1.188,7.21,-35.1,15.045,5.46,0
2/15/2020,0:05:00,0,Default Site,1169.6,1466,102.4,102.4,10.27,0.73,1444.1,939,363.19,0,1.189,7.21,-35.1,15.046,5.46,0
2/15/2020,0:10:00,0,Default Site,1159.9,1453.6,102.4,102.4,10.27,0.72,1431.9,931,361.13,0,1.193,7.21,-35,15.054,5.46,0
2/15/2020,0:15:00,0,Default Site,1144.9,1434.8,102.3,102.3,10.26,0.71,1413.4,919,353.55,0,1.195,7.21,-34.7,15.055,5.46,0
