Date,Time,Time_Fract,Site_Name,Cond_uS_cm,nLF_Cond_uS/cm,ODO_%_sat,ODO_%_local,ODO_mg/L,Sal_psu,SpCond_uS/cm,TDS_mg/L,Turbidity_FNU,TSS_mg/L,Wiper_Position_volt,pH,pH_mV,Temp_degC,Battery_V,Cable_Pwr_V
2/15/2020,10:35:00,0,Default Site,334.8,417.1,102.3,102.3,10.24,0.2,411,267,93.36,0,1.19,7.02,-24.3,15.302,5.45,0
2/15/2020,10:40:00,0,Default Site,330.8,412,102.3,102.3,10.23,0.2,406,264,91.79,0,1.193,7.02,-24.1,15.303,5.45,0
2/15/2020,10:45:00,0,Default Site,328.9,409.6,102.3,102.3,10.23,0.19,403.6,262,91.46,0,1.191,7.02,-23.9,15.309,5.44,0
2/15/2020,10:50:00,0,Default Site,325,404.7,102.3,102.3,10.23,0.19,398.8,259,89.78,0,1.202,7.01,-23.7,15.309,5.45,0
2/15/2020,10:55:00,0,Default Site,322.7,401.8,102.3,102.3,10.23,0.19,395.9,257,88.51,0,1.187,7.01,-23.7,15.314,5.44,0
2/15/2020,11:00:00,0,Default Site,319,397.2,102.3,102.3,10.23,0.19,391.4,254,90.06,0,1.197,7.01,-23.7,15.316,5.45,0
2/15/2020,11:05:00,0,Default Site,316.2,393.7,102.2,102.2,10.23,0.19,388,252,88.21,0,1.188,7.01,-23.5,15.317,5.45,0
2/15/2020,11:10:00,0,Default Site,313.5,390.4,102.3,102.3,10.23,0.19,384.7,250,86.25,0,1.186,7.01,-23.6,15.321,5.45,0
2/15/2020,11:15:00,0,Default Site,309.3,385.1,102.2,102.2,10.23,0.18,379.5,247,85.22,0,1.197,7.01,-23.4,15.319,5.45,0
2/15/2020,11:20:00,0,Default Site,308.4,384,102.2,102.2,10.23,0.18,378.3,246,84.75,0,1.192,7.01,-23.6,15.324,5.45,0
2/15/2020,11:25:00,0,Default Site,305.1,379.8,102.2,102.2,10.23,0.18,374.2,243,84.04,0,1.195,7.01,-23.6,15.323,5.44,0
2/15/2020,11:30:00,0,Default Site,301,374.8,102.2,102.2,10.23,0.18,369.3,240,81.7,0,1.196,7,-23.2,15.318,5.45,0
2/15/2020,11:35:00,0,Default Site,298.2,371.3,102.2,102.2,10.23,0.18,365.9,238,80.81,0,1.197,7,-23.2,15.317,5.45,0
2/15/2020,11:40:00,0,Default Site,296.2,368.8,102.2,102.2,10.23,0.17,363.4,236,81.08,0,1.201,7,-23.1,15.316,5.45,0
2/15/2020,11:45:00,0,Default Site,292.3,364,102.3,102.3,10.23,0.17,358.7,233,80.11,0,1.197,7,-22.9,15.312,5.45,0
2/15/2020,11:50:00,0,Default Site,289.8,360.8,102.2,102.2,10.23,0.17,355.5,231,79.01,0,1.191,6.99,-22.6,15.317,5.44,0
2/15/2020,11:55:00,0,Default Site,288,358.5,102.2,102.2,10.23,0.17,353.3,230,77.98,0,1.188,7,-23,15.318,5.44,0
2/15/2020,12:00:00,0,Default Site,285.2,355.1,102.2,102.2,10.23,0.17,349.9,227,77.16,0,1.201,7,-22.9,15.318,5.45,0
2/15/2020,12:05:00,0,Default Site,282.8,352.1,102.2,102.2,10.23,0.17,347,226,74.82,0,1.198,7,-22.9,15.318,5.44,0
2/15/2020,12:10:00,0,Default Site,278.9,347.3,102.2,102.2,10.23,0.16,342.2,222,74.96,0,1.194,7,-22.8,15.317,5.44,0
2/15/2020,12:15:00,0,Default Site,276.8,344.7,102.2,102.2,10.22,0.16,339.6,221,73.76,0,1.193,6.99,-22.5,15.318,5.44,0
2/15/2020,12:20:00,0,Default Site,274.6,341.9,102.2,102.2,10.22,0.16,336.9,219,73.32,0,1.191,6.99,-22.5,15.322,5.44,0
2/15/2020,12:25:00,0,Default Site,271.9,338.5,102.2,102.2,10.22,0.16,333.5,217,72.74,0,1.193,6.99,-22.5,15.321,5.44,0
2/15/2020,12:30:00,0,Default Site,268.9,334.8,102.2,102.2,10.22,0.16,329.9,214,71.94,0,1.193,6.99,-22.6,15.321,5.44,0
2/15/2020,12:35:00,0,Default Site,266,331.2,102.2,102.2,10.22,0.16,326.3,212,70.57,0,1.191,6.98,-22.1,15.319,5.44,0
2/15/2020,12:40:00,0,Default Site,264.5,329.3,102.2,102.2,10.22,0.16,324.4,211,68.8,0,1.193,6.99,-22.5,15.321,5.45,0
2/15/2020,12:45:00,0,Default Site,261.8,326,102.2,102.2,10.22,0.15,321.2,209,70.08,0,1.192,6.98,-22,15.323,5.44,0
2/15/2020,12:50:00,0,Default Site,258.4,321.7,102.2,102.2,10.22,0.15,317,206,67.11,0,1.194,6.98,-22.1,15.321,5.44,0
2/15/2020,12:55:00,0,Default Site,256.1,318.9,102.1,102.1,10.22,0.15,314.2,204,68.77,0,1.191,6.98,-21.9,15.323,5.44,0
2/15/2020,13:00:00,0,Default Site,254.8,317.2,102.1,102.1,10.22,0.15,312.5,203,67.11,0,1.205,6.98,-21.6,15.324,5.44,0
2/15/2020,13:05:00,0,Default Site,252.5,314.3,102.1,102.1,10.22,0.15,309.7,201,66.01,0,1.19,6.98,-21.7,15.328,5.44,0
2/15/2020,13:10:00,0,Default Site,250.1,311.3,102.1,102.1,10.21,0.15,306.7,199,65.47,0,1.201,6.97,-21.4,15.329,5.44,0
2/15/2020,13:15:00,0,Default Site,248.2,309,102.1,102.1,10.22,0.15,304.5,198,65.76,0,1.194,6.97,-21.3,15.33,5.44,0
2/15/2020,13:20:00,0,Default Site,245.4,305.4,102.1,102.1,10.22,0.14,300.9,196,63.16,0,1.19,6.96,-20.6,15.33,5.44,0
2/15/2020,13:25:00,0,Default Site,243.1,302.6,102.1,102.1,10.22,0.14,298.2,194,63.81,0,1.193,6.97,-21,15.329,5.44,0
2/15/2020,13:30:00,0,Default Site,241.3,300.3,102.1,102.1,10.21,0.14,295.9,192,63.28,0,1.192,6.96,-21,15.329,5.44,0
2/15/2020,13:35:00,0,Default Site,238.8,297.2,102,102,10.21,0.14,292.9,190,62.16,0,1.192,6.97,-21.2,15.329,5.44,0
2/15/2020,13:40:00,0,Default Site,236.3,294.1,102.1,102.1,10.21,0.14,289.8,188,60.93,0,1.192,6.97,-21.1,15.328,5.44,0
2/15/2020,13:45:00,0,Default Site,235.2,292.8,102,102,10.21,0.14,288.5,188,60.3,0,1.193,6.96,-21,15.332,5.44,0
2/15/2020,13:50:00,0,Default Site,232.3,289.2,102,102,10.21,0.14,285,185,60.08,0,1.19,6.97,-21.2,15.327,5.44,0
2/15/2020,13:55:00,0,Default Site,230.6,287.1,102,102,10.21,0.14,282.9,184,59.4,0,1.199,6.96,-20.8,15.329,5.44,0
2/15/2020,14:00:00,0,Default Site,228.8,284.9,102,102,10.21,0.13,280.7,182,57.02,0,1.185,6.96,-21,15.33,5.44,0
2/15/2020,14:05:00,0,Default Site,226,281.4,102,102,10.2,0.13,277.2,180,58.08,0,1.192,6.96,-20.9,15.332,5.44,0
2/15/2020,14:10:00,0,Default Site,224.3,279.2,102,102,10.21,0.13,275.1,179,56.6,0,1.196,6.97,-21.4,15.331,5.44,0
2/15/2020,14:15:00,0,Default Site,222,276.3,102,102,10.2,0.13,272.2,177,57.37,0,1.191,6.97,-21.2,15.331,5.44,0
2/15/2020,14:20:00,0,Default Site,220,273.9,102,102,10.21,0.13,269.9,175,55.63,0,1.204,6.96,-20.9,15.329,5.44,0
2/15/2020,14:25:00,0,Default Site,218,271.4,102,102,10.2,0.13,267.4,174,54.93,0,1.187,6.95,-20.4,15.332,5.44,0
2/15/2020,14:30:00,0,Default Site,215.9,268.7,102,102,10.2,0.13,264.8,172,53.63,0,1.2,6.95,-20.3,15.331,5.44,0
2/15/2020,14:35:00,0,Default Site,214.4,266.9,102,102,10.2,0.13,263,171,52.94,0,1.191,6.96,-20.6,15.333,5.44,0
2/15/2020,14:40:00,0,Default Site,212.4,264.3,101.9,101.9,10.2,0.12,260.4,169,51.47,0,1.189,6.96,-20.8,15.335,5.44,0
2/15/2020,14:45:00,0,Default Site,210.3,261.8,101.9,101.9,10.2,0.12,258,168,51.96,0,1.193,6.97,-21.1,15.333,5.44,0
2/15/2020,14:50:00,0,Default Site,208.4,259.3,101.9,101.9,10.2,0.12,255.5,166,51.47,0,1.192,6.96,-20.7,15.332,5.44,0
2/15/2020,14:55:00,0,Default Site,206.5,257.1,101.9,101.9,10.2,0.12,253.3,165,50.35,0,1.198,6.95,-20.1,15.332,5.44,0
2/15/2020,15:00:00,0,Default Site,204.5,254.5,101.9,101.9,10.2,0.12,250.8,163,49.91,0,1.191,6.95,-20.4,15.331,5.44,0
2/15/2020,15:05:00,0,Default Site,203,252.6,102,102,10.2,0.12,248.9,162,49,0,1.191,6.96,-20.5,15.332,5.42,0
2/15/2020,15:10:00,0,Default Site,200.5,249.6,101.9,101.9,10.2,0.12,245.9,160,48.87,0,1.197,6.94,-19.9,15.325,5.44,0
2/15/2020,15:15:00,0,Default Site,199,247.8,101.9,101.9,10.2,0.12,244.2,159,48.68,0,1.191,6.95,-20,15.32,5.44,0
2/15/2020,15:20:00,0,Default Site,197.4,245.8,101.9,101.9,10.2,0.12,242.2,157,48.03,0,1.194,6.95,-20.3,15.32,5.44,0
2/15/2020,15:25:00,0,Default Site,196,244.1,101.9,101.9,10.19,0.11,240.5,156,46.47,0,1.193,6.95,-20.3,15.32,5.44,0
2/15/2020,15:30:00,0,Default Site,194.6,242.3,101.9,101.9,10.19,0.11,238.7,155,45.54,0,1.193,6.95,-20.1,15.32,5.44,0
2/15/2020,15:35:00,0,Default Site,192.8,240.1,101.8,101.8,10.19,0.11,236.6,154,45.43,0,1.194,6.95,-20.1,15.318,5.44,0
2/15/2020,15:40:00,0,Default Site,190.8,237.6,101.9,101.9,10.2,0.11,234.1,152,44.88,0,1.193,6.95,-20.3,15.316,5.44,0
2/15/2020,15:45:00,0,Default Site,188.9,235.2,101.8,101.8,10.19,0.11,231.7,151,44.74,0,1.192,6.94,-19.5,15.315,5.44,0
2/15/2020,15:50:00,0,Default Site,187.3,233.3,101.8,101.8,10.19,0.11,229.9,149,44.45,0,1.194,6.94,-19.9,15.317,5.44,0
2/15/2020,15:55:00,0,Default Site,185.7,231.2,101.8,101.8,10.19,0.11,227.8,148,44.35,0,1.191,6.94,-19.7,15.318,5.44,0
2/15/2020,16:00:00,0,Default Site,184.1,229.3,101.8,101.8,10.19,0.11,225.9,147,43.63,0,1.204,6.94,-19.6,15.319,5.44,0
2/15/2020,16:05:02,0,Default Site,182.7,227.4,101.8,101.8,10.19,0.11,224.1,146,42.42,0,1.19,6.94,-19.8,15.318,5.44,0
2/15/2020,16:10:00,0,Default Site,181.4,225.9,101.8,101.8,10.19,0.11,222.6,145,42,0,1.2,6.95,-20,15.321,5.43,0
2/15/2020,16:15:00,0,Default Site,179.8,223.9,101.8,101.8,10.19,0.11,220.6,143,41.97,0,1.199,6.94,-19.7,15.322,5.44,0
2/15/2020,16:20:00,0,Default Site,178.4,222.1,101.8,101.8,10.19,0.1,218.9,142,40.24,0,1.194,6.95,-20.3,15.323,5.44,0
2/15/2020,16:25:00,0,Default Site,176.7,220,101.8,101.8,10.19,0.1,216.8,141,40.92,0,1.19,6.94,-19.8,15.325,5.44,0
2/15/2020,16:30:00,0,Default Site,175.3,218.3,101.7,101.7,10.18,0.1,215.1,140,40.3,0,1.197,6.94,-19.7,15.326,5.44,0
2/15/2020,16:35:00,0,Default Site,173.4,215.9,101.8,101.8,10.19,0.1,212.7,138,39.38,0,1.203,6.93,-19,15.323,5.44,0
2/15/2020,16:40:00,0,Default Site,172.7,214.9,101.7,101.7,10.18,0.1,211.8,138,39.22,0,1.197,6.94,-19.7,15.329,5.44,0
2/15/2020,16:45:00,0,Default Site,170.6,212.4,101.8,101.8,10.18,0.1,209.2,136,38.21,0,1.19,6.94,-19.8,15.326,5.44,0
2/15/2020,16:50:00,0,Default Site,169.1,210.5,101.8,101.8,10.18,0.1,207.4,135,37.82,0,1.187,6.94,-19.4,15.323,5.44,0
2/15/2020,16:55:00,0,Default Site,168,209.2,101.7,101.7,10.18,0.1,206.1,134,37.67,0,1.187,6.94,-19.4,15.327,5.44,0
2/15/2020,17:00:00,0,Default Site,166.4,207.2,101.7,101.7,10.18,0.1,204.2,133,36.97,0,1.193,6.94,-19.5,15.323,5.44,0
2/15/2020,17:05:00,0,Default Site,165.1,205.6,101.7,101.7,10.18,0.1,202.5,132,36.77,0,1.19,6.94,-19.6,15.327,5.44,0
2/15/2020,17:10:00,0,Default Site,163.5,203.5,101.7,101.7,10.18,0.1,200.5,130,35.74,0,1.202,6.93,-19.3,15.322,5.43,0
2/15/2020,17:15:00,0,Default Site,162.3,202,101.7,101.7,10.18,0.09,199,129,35.62,0,1.196,6.93,-18.9,15.326,5.43,0
2/15/2020,17:20:00,0,Default Site,161.3,200.8,101.7,101.7,10.18,0.09,197.8,129,35.06,0,1.194,6.93,-19.2,15.328,5.43,0
2/15/2020,17:25:00,0,Default Site,159.9,199,101.7,101.7,10.17,0.09,196.1,127,34.79,0,1.197,6.93,-19.3,15.332,5.43,0
2/15/2020,17:30:00,0,Default Site,158.6,197.4,101.7,101.7,10.18,0.09,194.5,126,34.32,0,1.194,6.92,-18.7,15.333,5.43,0
2/15/2020,17:35:00,0,Default Site,157.1,195.5,101.7,101.7,10.17,0.09,192.6,125,34.15,0,1.194,6.93,-18.9,15.334,5.44,0
2/15/2020,17:40:00,0,Default Site,155.7,193.8,101.7,101.7,10.18,0.09,191,124,33.45,0,1.193,6.92,-18.5,15.334,5.43,0
2/15/2020,17:45:00,0,Default Site,154.6,192.4,101.6,101.6,10.17,0.09,189.6,123,32.97,0,1.191,6.93,-19.3,15.334,5.44,0
2/15/2020,17:50:00,0,Default Site,153.4,191,101.6,101.6,10.17,0.09,188.2,122,32.09,0,1.205,6.94,-19.4,15.336,5.43,0
2/15/2020,17:55:00,0,Default Site,152.1,189.3,101.7,101.7,10.17,0.09,186.5,121,32.04,0,1.19,6.94,-19.4,15.338,5.43,0
2/15/2020,18:00:00,0,Default Site,151.1,188.1,101.6,101.6,10.17,0.09,185.3,120,31.42,0,1.199,6.93,-19.2,15.339,5.44,0
2/15/2020,18:05:00,0,Default Site,149.9,186.6,101.6,101.6,10.17,0.09,183.9,120,30.99,0,1.189,6.94,-19.5,15.342,5.44,0
2/15/2020,18:10:00,0,Default Site,148.5,184.8,101.7,101.7,10.17,0.09,182.1,118,30.74,0,1.198,6.93,-19.2,15.34,5.43,0
2/15/2020,18:15:00,0,Default Site,147.5,183.5,101.6,101.6,10.17,0.09,180.8,118,30.31,0,1.197,6.93,-19,15.343,5.43,0
2/15/2020,18:20:00,0,Default Site,146.5,182.3,101.6,101.6,10.17,0.09,179.6,117,29.89,0,1.194,6.93,-19.2,15.346,5.43,0
2/15/2020,18:25:00,0,Default Site,144.8,180.2,101.6,101.6,10.17,0.08,177.5,115,29.7,0,1.204,6.93,-19,15.345,5.43,0
2/15/2020,18:30:00,0,Default Site,143.9,179.1,101.6,101.6,10.17,0.08,176.5,115,29.2,0,1.188,6.94,-19.4,15.344,5.43,0
2/15/2020,18:35:00,0,Default Site,142.8,177.6,101.6,101.6,10.17,0.08,175,114,28.88,0,1.192,6.93,-19.2,15.345,5.43,0
2/15/2020,18:40:00,0,Default Site,141.6,176.2,101.6,101.6,10.17,0.08,173.6,113,27.95,0,1.198,6.93,-19.2,15.342,5.43,0
2/15/2020,18:45:00,0,Default Site,140.5,174.8,101.6,101.6,10.17,0.08,172.3,112,28.01,0,1.195,6.93,-19,15.344,5.43,0
2/15/2020,18:50:00,0,Default Site,139.2,173.2,101.6,101.6,10.16,0.08,170.6,111,27.87,0,1.194,6.93,-18.8,15.343,5.43,0
2/15/2020,18:55:00,0,Default Site,138.2,172,101.6,101.6,10.16,0.08,169.5,110,27.72,0,1.194,6.93,-19,15.345,5.43,0
2/15/2020,19:00:00,0,Default Site,137.3,170.8,101.6,101.6,10.16,0.08,168.3,109,26.66,0,1.194,6.94,-19.3,15.346,5.43,0
2/15/2020,19:05:00,0,Default Site,136.3,169.6,101.6,101.6,10.16,0.08,167.2,109,26.18,0,1.193,6.94,-19.6,15.348,5.43,0
2/15/2020,19:10:00,0,Default Site,135,168,101.5,101.5,10.16,0.08,165.6,108,25.84,0,1.192,6.93,-19.2,15.348,5.43,0
2/15/2020,19:15:00,0,Default Site,134,166.7,101.6,101.6,10.16,0.08,164.3,107,25.89,0,1.194,6.93,-19.1,15.352,5.43,0
2/15/2020,19:20:00,0,Default Site,132.9,165.3,101.5,101.5,10.16,0.08,162.9,106,25.78,0,1.191,6.92,-18.4,15.351,5.43,0
2/15/2020,19:25:00,0,Default Site,131.7,163.9,101.6,101.6,10.16,0.08,161.5,105,25.06,0,1.193,6.92,-18.7,15.352,5.43,0
2/15/2020,19:30:00,0,Default Site,130.8,162.7,101.5,101.5,10.15,0.08,160.3,104,24.62,0,1.194,6.93,-18.9,15.355,5.43,0
2/15/2020,19:35:00,0,Default Site,129.8,161.5,101.5,101.5,10.16,0.08,159.1,103,24.33,0,1.194,6.93,-18.8,15.356,5.43,0
2/15/2020,19:40:00,0,Default Site,129.1,160.6,101.5,101.5,10.16,0.07,158.3,103,24.1,0,1.193,6.93,-19.1,15.359,5.43,0
2/15/2020,19:45:00,0,Default Site,127.9,159,101.5,101.5,10.15,0.07,156.7,102,23.68,0,1.202,6.93,-18.8,15.359,5.43,0
2/15/2020,19:50:00,0,Default Site,127.3,158.3,101.5,101.5,10.15,0.07,156,101,23.58,0,1.191,6.92,-18.5,15.364,5.43,0
2/15/2020,19:55:00,0,Default Site,126.3,157.1,101.5,101.5,10.15,0.07,154.8,101,23.36,0,1.193,6.93,-18.9,15.367,5.43,0
2/15/2020,20:00:00,0,Default Site,125.2,155.8,101.5,101.5,10.15,0.07,153.5,100,22.58,0,1.194,6.92,-18.7,15.368,5.43,0
2/15/2020,20:05:00,0,Default Site,124.3,154.5,101.5,101.5,10.15,0.07,152.3,99,21.91,0,1.194,6.93,-19,15.37,5.43,0
2/15/2020,20:10:00,0,Default Site,123.5,153.6,101.5,101.5,10.15,0.07,151.3,98,22.1,0,1.192,6.93,-19.2,15.372,5.43,0
2/15/2020,20:15:00,0,Default Site,122.6,152.4,101.5,101.5,10.14,0.07,150.2,98,21.7,0,1.193,6.93,-19,15.378,5.43,0
2/15/2020,20:20:00,0,Default Site,121.9,151.5,101.5,101.5,10.15,0.07,149.3,97,21.31,0,1.195,6.92,-18.6,15.381,5.43,0
2/15/2020,20:25:00,0,Default Site,120.7,150.1,101.5,101.5,10.14,0.07,147.9,96,21.32,0,1.193,6.91,-18.2,15.381,5.43,0
2/15/2020,20:30:00,0,Default Site,120,149.1,101.5,101.5,10.14,0.07,147,96,21.32,0,1.194,6.92,-18.5,15.384,5.43,0
2/15/2020,20:35:00,0,Default Site,118.6,147.5,101.4,101.4,10.14,0.07,145.3,94,20.07,0,1.194,6.92,-18.5,15.383,5.43,0
2/15/2020,20:40:00,0,Default Site,118.1,146.8,101.4,101.4,10.14,0.07,144.6,94,20.88,0,1.195,6.91,-17.7,15.386,5.43,0
2/15/2020,20:45:00,0,Default Site,116.9,145.4,101.4,101.4,10.14,0.07,143.3,93,20.11,0,1.193,6.9,-17.6,15.385,5.43,0
2/15/2020,20:50:00,0,Default Site,116.2,144.5,101.4,101.4,10.14,0.07,142.4,93,20.03,0,1.195,6.9,-17.6,15.388,5.43,0
2/15/2020,20:55:00,0,Default Site,115.6,143.7,101.4,101.4,10.14,0.07,141.6,92,19.38,0,1.195,6.91,-18,15.39,5.43,0
