ntu_voltage,ntu,T_deg_C,temp_good,tdr_voltage,ppm,serial_number,serial_number_good,battery_fault,battery_charging,rtc_temperature,start_time_str,end_time_str,btemperature,bvoltage,bcapacity,uptime,sensor-name,gps.latitude,gps.longitude,gps.speed,gps.altitude,gps.height,gps.lat_err,gps.long_err,gps.alt_err,gps.hours,gps.seconds,gps.microseconds,gps.day,gps.month,gps.year,gps.fix_quality,gps.satellites,gps.total_sats,gps.gpsgood,unknown1,unknown2
0.9,2999.98999,25,0,2.2648633,1089.732178,112 152 74 74 1 0 0 199 ,1,0,0,19.25,14/02/2020 14:15:07,14/02/2020 14:15:12,19.53125,8.29,-0.0927734,0,1098,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,20,16,3,0,14,2,20,0,3,5,0
1,2999.98999,25,0,2.2423046,1070.140259,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 14:20:06,14/02/2020 14:20:10,19.6875,8.29,-0.0927734,0,1399,NONAME,52.1338425,-106.6316528,0.419,516.4000244,-22.6000004,0,0,0,20,21,0,0,14,2,20,1,7,10,1
1,2999.98999,25,0,2.2777538,1101.075928,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 14:25:06,14/02/2020 14:25:10,19.65625,8.2799997,-0.0927734,0,1700,NONAME,52.1338959,-106.6319046,0.901,547.7000122,-22.6000004,0,0,0,20,26,1,0,14,2,20,1,7,9,1
0.9,2999.98999,25,0,2.2777538,1101.075928,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 14:30:06,14/02/2020 14:30:11,19.6875,8.2699995,-0.0878906,0,2002,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,20,31,1,0,14,2,20,0,3,9,0
1,2999.98999,25,0,2.2745311,1098.229736,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 14:55:06,14/02/2020 14:55:10,19.8125,8.2600002,-0.0927734,0,3511,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,20,56,1,0,14,2,20,0,0,11,0
1.3,2999.98999,25,0,2.1875196,1023.910339,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:00:03,14/02/2020 15:00:06,19.8125,8.25,-0.0927734,0,3809,NONAME,52.1338959,-106.6316071,0.195,366,-22.6000004,0,0,0,21,0,56,0,14,2,20,1,8,11,1
1.2,2999.98999,25,0,2.2068555,1040.011108,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:05:06,14/02/2020 15:05:10,19.53125,8.25,-0.0878906,0,4114,NONAME,52.1339836,-106.6309967,0.289,      nan,      nan,0,0,0,21,6,1,0,14,2,20,0,4,10,1
1.2,2999.98999,25,0,2.2261913,1056.346191,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:10:03,14/02/2020 15:10:06,19.5,8.25,-0.0976562,0,4412,NONAME,52.1337891,-106.6317291,0.413,475.5,-22.6000004,0,0,0,21,10,56,0,14,2,20,1,7,10,1
1.2,2999.98999,25,0,2.2036328,1037.311401,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 15:15:06,14/02/2020 15:15:09,19.3125,8.25,-0.0878906,0,4718,NONAME,52.1337013,-106.6318741,0.377,498.2999878,-22.6000004,0,0,0,21,16,0,0,14,2,20,1,6,10,1
1.3,2999.98999,25,0,2.210078,1042.717041,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 15:20:03,14/02/2020 15:20:06,19.3125,8.2399998,-0.0927734,0,5016,NONAME,52.13377,-106.6317978,1.008,508.3999939,-22.6000004,0,0,0,21,20,57,0,14,2,20,1,6,10,1
1.3,2999.98999,25,0,2.1875196,1023.910339,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 15:25:06,14/02/2020 15:25:10,19.40625,8.2399998,-0.0878906,0,5321,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,21,26,1,0,14,2,20,0,4,10,0
2,2999.98999,25,0,2.0747266,934.5144653,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:30:03,14/02/2020 15:30:05,19.375,8.2299995,-0.0927734,0,5619,NONAME,52.1339912,-106.6313324,1.424,442.2999878,-22.6000004,0,0,0,21,30,56,0,14,2,20,1,5,7,1
2,2999.98999,25,0,2.0940626,949.3044434,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:35:06,14/02/2020 15:35:11,19.375,8.2299995,-0.0927734,0,5925,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,21,36,1,0,14,2,20,0,0,10,0
2.2,2999.98999,25,0,2.0553906,919.9393311,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:40:06,14/02/2020 15:40:10,19.46875,8.2299995,-0.0878906,0,6226,NONAME,52.1337547,-106.6316681,2.5899999,405.8999939,-22.6000004,0,0,0,21,41,1,0,14,2,20,1,7,10,1
2.0999999,2999.98999,25,0,2.0392773,907.9554443,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:45:06,14/02/2020 15:45:10,19.375,8.2200003,-0.0878906,0,6528,NONAME,52.1339378,-106.631752,0.708,579,-22.6000004,0,0,0,21,46,0,0,14,2,20,1,6,9,1
2.0999999,2999.98999,25,0,2.023164,896.1170044,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:50:06,14/02/2020 15:50:10,19.3125,8.2200003,-0.0927734,0,6830,NONAME,52.133934,-106.631218,2.957,      nan,      nan,0,0,0,21,51,1,0,14,2,20,0,5,9,1
2,2999.98999,25,0,2.0360546,905.5761108,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 15:55:03,14/02/2020 15:55:06,19.34375,8.2200003,-0.0878906,0,7128,NONAME,52.1337509,-106.6316299,0.182,450.8999939,-22.6000004,0,0,0,21,55,57,0,14,2,20,1,5,10,1
2,2999.98999,25,0,2.0328319,903.2026367,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:00:03,14/02/2020 16:00:06,19.3125,8.21,-0.0927734,0,7429,NONAME,52.1341057,-106.6313629,1.291,542.4000244,-22.6000004,0,0,0,22,0,57,0,14,2,20,1,4,10,1
2.0999999,2999.98999,25,0,2.0296094,900.835144,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:05:06,14/02/2020 16:05:09,19.40625,8.21,-0.0927734,0,7735,NONAME,52.1339722,-106.631279,2.6070001,510.7999878,-22.6000004,0,0,0,22,6,0,0,14,2,20,1,5,10,1
2,2999.98999,25,0,2.0392773,907.9554443,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:10:06,14/02/2020 16:10:10,19.25,8.21,-0.0878906,0,8036,NONAME,52.1337624,-106.6313324,1.344,479.1000061,-22.6000004,0,0,0,22,11,0,0,14,2,20,1,5,10,1
1.9,2999.98999,25,0,2.0553906,919.9393311,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:15:03,14/02/2020 16:15:06,19.28125,8.21,-0.0927734,0,8334,NONAME,52.1342316,-106.6312561,1.081,537.2000122,-22.6000004,0,0,0,22,15,56,0,14,2,20,1,6,10,1
2,2999.98999,25,0,2.0328319,903.2026367,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:20:06,14/02/2020 16:20:09,19.28125,8.21,-0.0878906,0,8640,NONAME,52.1339455,-106.6312332,3.3410001,506.1000061,-22.6000004,0,0,0,22,21,0,0,14,2,20,1,6,9,1
2,2999.98999,25,0,2.003828,882.1005859,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:25:06,14/02/2020 16:25:10,19.28125,8.21,-0.0878906,0,8942,NONAME,52.1338615,-106.6306763,0.884,489.3999939,-22.6000004,0,0,0,22,26,0,0,14,2,20,1,6,10,1
2,2999.98999,25,0,2.0134962,889.0831909,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 16:30:06,14/02/2020 16:30:10,19.28125,8.1999998,-0.0927734,0,9243,NONAME,52.134346,-106.6297531,0.714,546.0999756,-22.6000004,0,0,0,22,31,1,0,14,2,20,1,5,10,1
1.9,2999.98999,25,0,2.0457227,912.7315063,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 16:35:06,14/02/2020 16:35:10,19.28125,8.1899996,-0.0878906,0,9545,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,22,36,1,0,14,2,20,0,0,8,0
2,2999.98999,25,0,2.003828,882.1005859,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:40:03,14/02/2020 16:40:06,19.375,8.1899996,-0.0927734,0,9843,NONAME,52.1338882,-106.6314697,0.142,469.6000061,-22.6000004,0,0,0,22,40,57,0,14,2,20,1,5,10,1
2,2999.98999,25,0,1.9651562,854.6775513,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:45:03,14/02/2020 16:45:05,19.34375,8.1899996,-0.0878906,0,10145,NONAME,52.1339188,-106.6315308,2.1010001,532.7000122,-22.6000004,0,0,0,22,45,56,0,14,2,20,1,5,8,1
2.0999999,2999.98999,25,0,1.9812696,866.0061035,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:50:06,14/02/2020 16:50:09,19.1875,8.1899996,-0.0927734,0,10450,NONAME,52.1339188,-106.6317368,0.129,515.7000122,-22.6000004,0,0,0,22,51,0,0,14,2,20,1,7,10,1
2.0999999,2999.98999,25,0,1.9490429,843.4868774,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 16:55:06,14/02/2020 16:55:10,19.21875,8.1899996,-0.0927734,0,10752,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,22,56,1,0,14,2,20,0,6,8,0
2.0999999,2999.98999,25,0,1.9490429,843.4868774,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:00:05,14/02/2020 17:00:08,19.28125,8.1799994,-0.0878906,0,11052,NONAME,52.1338615,-106.6312637,0.165,470.6000061,-22.6000004,0,0,0,23,0,59,0,14,2,20,1,8,10,1
2.0999999,2999.98999,25,0,1.9490429,843.4868774,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:05:06,14/02/2020 17:05:09,19.28125,8.1700001,-0.0927734,0,11355,NONAME,52.1335564,-106.6317062,3.369,414.5,-22.6000004,0,0,0,23,6,0,0,14,2,20,1,5,10,1
2.0999999,2999.98999,25,0,1.9297071,830.2376099,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:10:06,14/02/2020 17:10:09,19.25,8.1700001,-0.0927734,0,11657,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,23,11,0,0,14,2,20,0,3,10,0
2.2,2999.98999,25,0,1.9103711,817.1813965,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:15:06,14/02/2020 17:15:09,19.34375,8.1700001,-0.0878906,0,11958,NONAME,52.1341515,-106.6315079,0.705,530.0999756,-22.6000004,0,0,0,23,16,0,0,14,2,20,1,5,10,1
2.2,2999.98999,25,0,1.8974805,808.5831299,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:20:06,14/02/2020 17:20:10,19.21875,8.1700001,-0.0927734,0,12260,NONAME,52.1336632,-106.6317596,0.542,452.2000122,-22.6000004,0,0,0,23,21,0,0,14,2,20,1,7,11,1
2.2,2999.98999,25,0,1.9168164,821.512146,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:25:05,14/02/2020 17:25:09,19.28125,8.1700001,-0.0927734,0,12561,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,23,26,0,0,14,2,20,0,6,10,0
2.0999999,2999.98999,25,0,1.9522656,845.7141113,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:30:06,14/02/2020 17:30:09,19.40625,8.1599998,-0.0878906,0,12863,NONAME,52.1340179,-106.631012,1.1950001,496,-22.6000004,0,0,0,23,31,0,0,14,2,20,1,7,9,1
2.2,2999.98999,25,0,1.939375,836.8379517,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:35:05,14/02/2020 17:35:09,19.28125,8.1599998,-0.0927734,0,13164,NONAME,52.133934,-106.6315002,3.2190001,498.3999939,-22.6000004,0,0,0,23,35,59,0,14,2,20,1,5,10,1
2.2,2999.98999,25,0,1.9522656,845.7141113,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:40:05,14/02/2020 17:40:09,19.21875,8.1499996,-0.0927734,0,13466,NONAME,52.1338654,-106.6311646,0.708,432.2999878,-22.6000004,0,0,0,23,40,59,0,14,2,20,1,6,10,1
2.2,2999.98999,25,0,1.9329296,832.432251,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 17:45:06,14/02/2020 17:45:10,19.28125,8.1499996,-0.0927734,0,13769,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,23,46,1,0,14,2,20,0,4,10,0
2.3,2999.98999,25,0,1.9168164,821.512146,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:50:06,14/02/2020 17:50:10,19.3125,8.1499996,-0.0878906,0,14070,NONAME,52.133625,-106.6312256,1.7460001,405.3999939,-22.6000004,0,0,0,23,51,0,0,14,2,20,1,5,10,1
2.3,2999.98999,25,0,1.8652539,787.4517212,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 17:55:03,14/02/2020 17:55:06,19.34375,8.1499996,-0.0927734,0,14368,NONAME,52.1337509,-106.6314316,0.62,497.6000061,-22.6000004,0,0,0,23,55,56,0,14,2,20,1,5,10,1
2.4000001,2999.98999,25,0,1.8555859,781.2122803,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:00:06,14/02/2020 18:00:10,19.25,8.1499996,-0.0927734,0,14674,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,0,1,1,0,15,2,20,0,4,10,0
2.0999999,2999.98999,25,0,1.8588086,783.2870483,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 18:05:03,14/02/2020 18:05:05,19.3125,8.1499996,-0.0878906,0,14972,NONAME,52.1338043,-106.6317062,3.1029999,454.2000122,-22.6000004,0,0,0,0,5,56,0,15,2,20,1,4,9,1
2.2,2999.98999,25,0,1.8169141,756.7059937,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 18:10:03,14/02/2020 18:10:06,19.21875,8.1399994,-0.0927734,0,15273,NONAME,52.1339264,-106.6313934,2.1600001,466.1000061,-22.6000004,0,0,0,0,10,57,0,15,2,20,1,5,9,1
2.3,2999.98999,25,0,1.8233594,760.7407837,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:15:03,14/02/2020 18:15:06,19.125,8.1300001,-0.0927734,0,15575,NONAME,52.1337891,-106.6313171,0.615,536.4000244,-22.6000004,0,0,0,0,15,56,0,15,2,20,1,6,9,1
2.2,2999.98999,25,0,1.8040234,748.6949463,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:20:03,14/02/2020 18:20:06,19.15625,8.1399994,-0.0927734,0,15877,NONAME,52.133934,-106.6316223,1.008,503.3999939,-22.6000004,0,0,0,0,20,56,0,15,2,20,1,6,9,1
2.3,2999.98999,25,0,1.8136914,754.6959229,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:25:06,14/02/2020 18:25:09,19.15625,8.1300001,-0.0927734,0,16182,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,0,26,0,0,15,2,20,0,3,9,0
2.0999999,2999.98999,25,0,1.8265821,762.765564,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 18:30:03,14/02/2020 18:30:06,19.21875,8.1300001,-0.0927734,0,16480,NONAME,52.1339378,-106.6315079,1.108,529.7000122,-22.6000004,0,0,0,0,30,56,0,15,2,20,1,8,9,1
2.2,2999.98999,25,0,1.8136914,754.6959229,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:35:06,14/02/2020 18:35:10,19.21875,8.1300001,-0.0927734,0,16785,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,0,36,1,0,15,2,20,0,3,10,0
2,2999.98999,25,0,1.8813672,797.9528809,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 18:40:03,14/02/2020 18:40:05,19.3125,8.1199999,-0.0927734,0,17083,NONAME,52.1339645,-106.6313934,0.808,451.1000061,-22.6000004,0,0,0,0,40,56,0,15,2,20,1,5,10,1
2.2,2999.98999,25,0,1.8491406,777.0779419,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 18:45:06,14/02/2020 18:45:09,19.1875,8.1199999,-0.0927734,0,17389,NONAME,52.1338882,-106.6315918,0.759,439.7000122,-22.6000004,0,0,0,0,46,0,0,15,2,20,1,7,10,1
2.2,2999.98999,25,0,1.8459179,775.0183105,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:50:03,14/02/2020 18:50:06,19.1875,8.1199999,-0.1220703,0,17687,NONAME,52.1339417,-106.6317215,2.5320001,523.0999756,-22.6000004,0,0,0,0,50,56,0,15,2,20,1,6,9,1
2.2,2999.98999,25,0,1.8523632,779.1425781,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 18:55:06,14/02/2020 18:55:10,19.21875,8.1199999,-0.0927734,0,17992,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,0,56,1,0,15,2,20,0,6,10,0
1.9,2999.98999,25,0,1.9007031,810.7247925,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:00:03,14/02/2020 19:00:06,19.34375,8.1099997,-0.0927734,0,18290,NONAME,52.13377,-106.6315308,1.584,500.6000061,-22.6000004,0,0,0,1,0,56,0,15,2,20,1,7,10,1
2.0999999,2999.98999,25,0,1.8845898,800.0684814,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 19:05:05,14/02/2020 19:05:09,19.21875,8.1099997,-0.0927734,0,18594,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,5,59,0,15,2,20,0,6,10,0
1.9,2999.98999,25,0,1.9103711,817.1813965,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:10:06,14/02/2020 19:10:10,19.34375,8.1099997,-0.0927734,0,18897,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,11,0,500000,15,2,20,0,0,11,0
1.8,2999.98999,25,0,1.8716992,791.6367798,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:15:06,14/02/2020 19:15:10,19.25,8.1099997,-0.0927734,0,19199,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,16,1,0,15,2,20,0,6,10,0
1.8,2999.98999,25,0,1.8459179,775.0183105,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:20:03,14/02/2020 19:20:06,19.21875,8.0999994,-0.0927734,0,19497,NONAME,52.1331711,-106.632225,0.448,538,-22.6000004,0,0,0,1,20,56,0,15,2,20,1,5,10,1
2,2999.98999,25,0,1.8426954,772.9638062,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:25:05,14/02/2020 19:25:09,19.1875,8.1099997,-0.0927734,0,19801,NONAME,52.1341934,-106.6317978,0.699,573.5999756,-22.6000004,0,0,0,1,25,59,0,15,2,20,1,6,10,1
2,2999.98999,25,0,1.8459179,775.0183105,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:30:06,14/02/2020 19:30:10,19.1875,8.0999994,-0.0878906,0,20104,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,31,0,0,15,2,20,0,4,10,0
1.8,2999.98999,25,0,1.8555859,781.2122803,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:35:06,14/02/2020 19:35:09,19.21875,8.0999994,-0.0927734,0,20405,NONAME,52.1327744,-106.6322327,1.659,520.0999756,-22.6000004,0,0,0,1,36,0,0,15,2,20,1,5,12,1
1.9,2999.98999,25,0,1.8298047,764.7952271,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 19:40:06,14/02/2020 19:40:10,19.1875,8.0999994,-0.0927734,0,20707,NONAME,52.1343117,-106.6314697,0.876,465.1000061,-22.6000004,0,0,0,1,41,1,0,15,2,20,1,6,8,1
1.9,2999.98999,25,0,1.8136914,754.6959229,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 19:45:03,14/02/2020 19:45:06,19.125,8.0900002,-0.0927734,0,21005,NONAME,52.1336517,-106.6318665,0.286,511,-22.6000004,0,0,0,1,45,57,0,15,2,20,1,6,9,1
2,2999.98999,25,0,1.7814648,734.8616943,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 19:50:03,14/02/2020 19:50:06,19.03125,8.0900002,-0.0927734,0,21307,NONAME,52.1336441,-106.6316833,0.324,446.6000061,-22.6000004,0,0,0,1,50,57,0,15,2,20,1,6,8,1
2,2999.98999,25,0,1.7943555,742.7376709,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 19:55:06,14/02/2020 19:55:10,19.0625,8.0900002,-0.0878906,0,21612,NONAME,52.1340904,-106.6315613,0.986,481.5,-22.6000004,0,0,0,1,56,0,0,15,2,20,1,6,8,1
2,2999.98999,25,0,1.7975781,744.7186279,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 20:00:06,14/02/2020 20:00:10,19,8.0900002,-0.0927734,0,21914,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,2,1,1,0,15,2,20,0,4,9,0
1.8,2999.98999,25,0,1.7879101,738.7901001,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 20:05:03,14/02/2020 20:05:06,19.1875,8.0900002,-0.0878906,0,22212,NONAME,52.1339836,-106.6316833,0.935,535.7999878,-22.6000004,0,0,0,2,5,56,0,15,2,20,1,6,9,1
1.8,2999.98999,25,0,1.7846875,736.8235474,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 20:10:06,14/02/2020 20:10:09,19.0625,8.0900002,-0.0927734,0,22517,NONAME,52.1339455,-106.6320953,1.101,697.2000122,-22.6000004,0,0,0,2,11,0,0,15,2,20,1,7,10,1
1.8,2999.98999,25,0,1.7685742,727.0617676,112 152 74 74 1 0 0 199 ,1,0,0,19.5,14/02/2020 20:15:05,14/02/2020 20:15:09,19.0625,8.0799999,-0.0927734,0,22818,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,2,16,0,0,15,2,20,0,6,9,0
1.8,2999.98999,25,0,1.7266797,702.2260742,112 152 74 74 1 0 0 199 ,1,0,0,19.75,14/02/2020 20:20:03,14/02/2020 20:20:06,19.15625,8.0799999,-0.0927734,0,23117,NONAME,52.1339111,-106.6317291,0.918,522.7999878,-22.6000004,0,0,0,2,20,57,0,15,2,20,1,5,8,1
